,Data,Estacao,Poluente,Valor
34991,03/05/2022,Ibirapuera,NO2,24.92
34992,03/05/2022,Ibirapuera,O3,44.5
34993,03/05/2022,Interlagos,MP10,30.27
34994,03/05/2022,Interlagos,NO2,22.0
34995,03/05/2022,Interlagos,O3,46.67
34996,03/05/2022,Interlagos,SO2,1.09
34997,03/05/2022,Itaim Paulista,MP10,30.67
34998,03/05/2022,Itaim Paulista,MP2.5,15.33
34999,03/05/2022,Itaim Paulista,NO2,28.48
35000,03/05/2022,Itaim Paulista,O3,49.04
35001,03/05/2022,Itaquera,O3,23.55
35002,03/05/2022,Mooca,CO,483.47
35003,03/05/2022,Mooca,MP2.5,14.96
35004,03/05/2022,Mooca,O3,40.42
35005,03/05/2022,Nossa Senhora do Ó,MP10,39.71
35006,03/05/2022,Nossa Senhora do Ó,O3,31.42
35007,03/05/2022,Parque Dom Pedro II,CO,482.79
35008,03/05/2022,Parque Dom Pedro II,MP10,32.25
35009,03/05/2022,Parque Dom Pedro II,MP2.5,16.46
35010,03/05/2022,Parque Dom Pedro II,NO2,44.09
35011,03/05/2022,Parque Dom Pedro II,O3,34.39
35012,03/05/2022,Perus,MP10,27.17
35013,03/05/2022,Perus,MP2.5,15.08
35014,03/05/2022,Perus,O3,27.67
35015,03/05/2022,Pinheiros,CO,793.97
35016,03/05/2022,Pinheiros,MP10,30.76
35017,03/05/2022,Pinheiros,O3,21.36
35018,03/05/2022,Santana,MP2.5,17.38
35019,03/05/2022,Santana,O3,32.75
35020,03/05/2022,Santo Amaro,CO,612.98
35021,03/05/2022,Santo Amaro,MP10,27.21
35022,04/05/2022,Capão Redondo,MP10,15.42
35023,04/05/2022,Capão Redondo,O3,20.89
35024,04/05/2022,Cerqueira César,CO,808.27
35025,04/05/2022,Cerqueira César,MP10,23.83
35026,04/05/2022,Cerqueira César,NO2,31.26
35027,04/05/2022,Cerqueira César,SO2,1.43
35028,04/05/2022,Congonhas,MP10,22.32
35029,04/05/2022,Congonhas,MP2.5,14.29
35030,04/05/2022,Congonhas,NO2,47.86
35031,04/05/2022,Congonhas,SO2,1.57
35032,04/05/2022,Ibirapuera,CO,291.12
35033,04/05/2022,Ibirapuera,NO2,24.17
35034,04/05/2022,Ibirapuera,O3,24.0
35035,04/05/2022,Interlagos,MP10,16.22
35036,04/05/2022,Interlagos,O3,21.82
35037,04/05/2022,Interlagos,SO2,1.3
35038,04/05/2022,Itaim Paulista,MP10,18.62
35039,04/05/2022,Itaim Paulista,MP2.5,9.08
35040,04/05/2022,Itaim Paulista,NO2,29.26
35041,04/05/2022,Itaim Paulista,O3,30.65
35042,04/05/2022,Itaquera,O3,24.22
35043,04/05/2022,Mooca,CO,426.28
35044,04/05/2022,Mooca,MP2.5,11.71
35045,04/05/2022,Mooca,O3,24.33
35046,04/05/2022,Nossa Senhora do Ó,MP10,14.46
35047,04/05/2022,Nossa Senhora do Ó,O3,21.62
35048,04/05/2022,Parque Dom Pedro II,CO,363.45
35049,04/05/2022,Parque Dom Pedro II,MP10,23.5
35050,04/05/2022,Parque Dom Pedro II,MP2.5,12.08
35051,04/05/2022,Parque Dom Pedro II,NO2,32.65
35052,04/05/2022,Parque Dom Pedro II,O3,19.43
35053,04/05/2022,Pinheiros,CO,725.91
35054,04/05/2022,Pinheiros,MP10,25.0
35055,04/05/2022,Pinheiros,O3,10.18
35056,04/05/2022,Santana,MP2.5,11.75
35057,04/05/2022,Santana,O3,22.08
35058,04/05/2022,Santo Amaro,CO,569.58
35059,04/05/2022,Santo Amaro,MP10,19.25
35060,05/05/2022,Capão Redondo,MP10,9.9
35061,05/05/2022,Capão Redondo,O3,23.52
35062,05/05/2022,Cerqueira César,CO,575.01
35063,05/05/2022,Cerqueira César,FMC,12.0
35064,05/05/2022,Cerqueira César,MP10,12.62
35065,05/05/2022,Cerqueira César,MP2.5,6.0
35066,05/05/2022,Cerqueira César,NO2,22.0
35067,05/05/2022,Cerqueira César,PTS,36.0
35068,05/05/2022,Cerqueira César,SO2,0.7
35069,05/05/2022,Congonhas,CO,1222.71
35070,05/05/2022,Congonhas,MP10,15.17
35071,05/05/2022,Congonhas,MP2.5,9.17
35072,05/05/2022,Congonhas,NO2,47.92
35073,05/05/2022,Congonhas,SO2,1.29
35074,05/05/2022,Ibirapuera,CO,223.54
35075,05/05/2022,Ibirapuera,FMC,5.0
35076,05/05/2022,Ibirapuera,NO2,19.54
35077,05/05/2022,Ibirapuera,O3,27.92
35078,05/05/2022,Interlagos,MP10,15.23
35079,05/05/2022,Interlagos,NO2,18.6
35080,05/05/2022,Interlagos,O3,23.3
35081,05/05/2022,Interlagos,SO2,0.45
35082,05/05/2022,Itaim Paulista,MP10,10.54
35083,05/05/2022,Itaim Paulista,MP2.5,8.54
35084,05/05/2022,Itaim Paulista,NO2,25.61
35085,05/05/2022,Itaim Paulista,O3,35.17
35086,05/05/2022,Itaquera,O3,29.35
35087,05/05/2022,Mooca,CO,327.51
35088,05/05/2022,Mooca,MP2.5,6.62
35089,05/05/2022,Mooca,O3,30.83
35090,05/05/2022,Nossa Senhora do Ó,MP10,14.08
35091,05/05/2022,Nossa Senhora do Ó,O3,20.08
35092,05/05/2022,Parque Dom Pedro II,CO,276.66
35093,05/05/2022,Parque Dom Pedro II,MP10,16.25
35094,05/05/2022,Parque Dom Pedro II,MP2.5,6.62
35095,05/05/2022,Parque Dom Pedro II,NO2,27.91
35096,05/05/2022,Parque Dom Pedro II,O3,21.61
35097,05/05/2022,Perus,MP10,19.07
35098,05/05/2022,Perus,MP2.5,10.6
35099,05/05/2022,Perus,O3,26.53
35100,05/05/2022,Pinheiros,CO,538.76
35101,05/05/2022,Pinheiros,FMC,8.0
35102,05/05/2022,Pinheiros,MP10,17.14
35103,05/05/2022,Pinheiros,O3,8.23
35104,05/05/2022,Santana,MP2.5,6.17
35105,05/05/2022,Santana,O3,24.58
35106,05/05/2022,Santo Amaro,CO,444.82
35107,05/05/2022,Santo Amaro,MP10,11.58
35108,05/05/2022,Santo Amaro,MP2.5,9.0
35109,05/05/2022,Santo Amaro,PTS,26.0
35110,06/05/2022,Capão Redondo,MP10,10.82
35111,06/05/2022,Capão Redondo,O3,33.82
35112,06/05/2022,Cerqueira César,CO,277.89
35113,06/05/2022,Cerqueira César,MP10,14.38
35114,06/05/2022,Cerqueira César,NO2,18.48
35115,06/05/2022,Cerqueira César,SO2,0.55
35116,06/05/2022,Congonhas,CO,1013.72
35117,06/05/2022,Congonhas,MP10,19.5
35118,06/05/2022,Congonhas,MP2.5,10.75
35119,06/05/2022,Congonhas,NO2,69.04
35120,06/05/2022,Congonhas,SO2,2.33
35121,06/05/2022,Ibirapuera,CO,213.14
35122,06/05/2022,Ibirapuera,NO2,17.46
35123,06/05/2022,Ibirapuera,O3,38.88
35124,06/05/2022,Interlagos,MP10,10.54
35125,06/05/2022,Interlagos,NO2,8.0
35126,06/05/2022,Interlagos,O3,36.91
35127,06/05/2022,Itaim Paulista,MP10,10.71
35128,06/05/2022,Itaim Paulista,MP2.5,5.0
35129,06/05/2022,Itaim Paulista,NO2,14.13
35130,06/05/2022,Itaim Paulista,O3,46.48
35131,06/05/2022,Itaquera,O3,38.04
35132,06/05/2022,Mooca,CO,218.34
35133,06/05/2022,Mooca,MP2.5,8.17
35134,06/05/2022,Mooca,O3,44.58
35135,06/05/2022,Nossa Senhora do Ó,MP10,19.71
35136,06/05/2022,Nossa Senhora do Ó,O3,20.08
35137,06/05/2022,Parque Dom Pedro II,CO,249.53
35138,06/05/2022,Parque Dom Pedro II,MP10,16.0
35139,06/05/2022,Parque Dom Pedro II,MP2.5,8.04
35140,06/05/2022,Parque Dom Pedro II,NO2,26.7
35141,06/05/2022,Parque Dom Pedro II,O3,31.91
35142,06/05/2022,Perus,MP10,22.96
35143,06/05/2022,Perus,MP2.5,8.88
35144,06/05/2022,Perus,O3,41.83
35145,06/05/2022,Pinheiros,CO,391.31
35146,06/05/2022,Pinheiros,MP10,16.0
35147,06/05/2022,Pinheiros,O3,18.18
35148,06/05/2022,Santana,MP2.5,11.12
35149,06/05/2022,Santana,O3,24.17
35150,06/05/2022,Santo Amaro,CO,423.12
35151,06/05/2022,Santo Amaro,MP10,11.38
35152,07/05/2022,Capão Redondo,MP10,15.0
35153,07/05/2022,Capão Redondo,O3,27.0
35154,07/05/2022,Cerqueira César,CO,238.68
35155,07/05/2022,Cerqueira César,MP10,15.58
35156,07/05/2022,Cerqueira César,NO2,12.83
35157,07/05/2022,Cerqueira César,SO2,3.3
35158,07/05/2022,Congonhas,CO,904.55
35159,07/05/2022,Congonhas,MP10,20.04
35160,07/05/2022,Congonhas,MP2.5,12.46
35161,07/05/2022,Congonhas,NO2,62.29
35162,07/05/2022,Congonhas,SO2,3.17
35163,07/05/2022,Ibirapuera,CO,223.54
35164,07/05/2022,Ibirapuera,NO2,16.67
35165,07/05/2022,Ibirapuera,O3,40.46
35166,07/05/2022,Interlagos,MP10,11.17
35167,07/05/2022,Interlagos,O3,39.91
35168,07/05/2022,Interlagos,SO2,0.54
35169,07/05/2022,Itaim Paulista,MP10,9.79
35170,07/05/2022,Itaim Paulista,MP2.5,4.92
35171,07/05/2022,Itaim Paulista,NO2,11.91
35172,07/05/2022,Itaim Paulista,O3,44.74
35173,07/05/2022,Itaquera,O3,36.22
35174,07/05/2022,Mooca,CO,218.34
35175,07/05/2022,Mooca,MP2.5,7.88
35176,07/05/2022,Mooca,O3,45.79
35177,07/05/2022,Nossa Senhora do Ó,MP10,18.67
35178,07/05/2022,Nossa Senhora do Ó,O3,19.54
35179,07/05/2022,Parque Dom Pedro II,CO,238.68
35180,07/05/2022,Parque Dom Pedro II,MP10,21.38
35181,07/05/2022,Parque Dom Pedro II,MP2.5,9.67
35182,07/05/2022,Parque Dom Pedro II,NO2,23.17
35183,07/05/2022,Parque Dom Pedro II,O3,32.87
35184,07/05/2022,Perus,MP10,21.12
35185,07/05/2022,Perus,MP2.5,9.04
35186,07/05/2022,Perus,O3,37.58
35187,07/05/2022,Pinheiros,CO,294.9
35188,07/05/2022,Pinheiros,MP10,17.15
35189,07/05/2022,Pinheiros,O3,22.95
35190,07/05/2022,Santana,MP2.5,11.38
35191,07/05/2022,Santana,O3,21.62
35192,07/05/2022,Santo Amaro,CO,401.42
35193,07/05/2022,Santo Amaro,MP10,11.04
35194,08/05/2022,Cerqueira César,CO,287.5
35195,08/05/2022,Cerqueira César,MP10,12.29
35196,08/05/2022,Cerqueira César,NO2,14.52
35197,08/05/2022,Cerqueira César,SO2,1.57
35198,08/05/2022,Congonhas,CO,686.21
35199,08/05/2022,Congonhas,MP10,12.83
35200,08/05/2022,Congonhas,MP2.5,10.12
35201,08/05/2022,Congonhas,NO2,41.38
35202,08/05/2022,Congonhas,SO2,2.04
35203,08/05/2022,Ibirapuera,CO,181.95
35204,08/05/2022,Ibirapuera,NO2,9.79
35205,08/05/2022,Ibirapuera,O3,49.54
35206,08/05/2022,Interlagos,MP10,13.04
35207,08/05/2022,Interlagos,O3,42.78
35208,08/05/2022,Interlagos,SO2,1.5
35209,08/05/2022,Itaim Paulista,MP10,10.71
35210,08/05/2022,Itaim Paulista,MP2.5,6.17
35211,08/05/2022,Itaim Paulista,NO2,9.7
35212,08/05/2022,Itaim Paulista,O3,51.26
35213,08/05/2022,Itaquera,O3,42.87
35214,08/05/2022,Mooca,CO,187.15
35215,08/05/2022,Mooca,MP2.5,7.0
35216,08/05/2022,Mooca,O3,50.88
35217,08/05/2022,Nossa Senhora do Ó,MP10,15.88
35218,08/05/2022,Nossa Senhora do Ó,O3,29.33
35219,08/05/2022,Parque Dom Pedro II,CO,184.44
35220,08/05/2022,Parque Dom Pedro II,MP10,15.58
35221,08/05/2022,Parque Dom Pedro II,MP2.5,7.29
35222,08/05/2022,Parque Dom Pedro II,NO2,12.39
35223,08/05/2022,Parque Dom Pedro II,O3,42.74
35224,08/05/2022,Perus,MP10,25.17
35225,08/05/2022,Perus,MP2.5,11.0
35226,08/05/2022,Perus,O3,49.39
35227,08/05/2022,Pinheiros,CO,294.9
35228,08/05/2022,Pinheiros,MP10,13.67
35229,08/05/2022,Pinheiros,O3,33.32
35230,08/05/2022,Santana,MP2.5,8.21
35231,08/05/2022,Santana,O3,32.5
35232,08/05/2022,Santo Amaro,CO,466.52
35233,08/05/2022,Santo Amaro,MP10,11.12
35234,09/05/2022,Capão Redondo,MP10,17.27
35235,09/05/2022,Capão Redondo,O3,54.82
35236,09/05/2022,Cerqueira César,CO,433.97
35237,09/05/2022,Cerqueira César,MP10,17.08
35238,09/05/2022,Cerqueira César,NO2,26.52
35239,09/05/2022,Cerqueira César,SO2,2.22
35240,09/05/2022,Congonhas,CO,842.17
35241,09/05/2022,Congonhas,MP10,19.42
35242,09/05/2022,Congonhas,MP2.5,12.62
35243,09/05/2022,Congonhas,NO2,60.08
35244,09/05/2022,Congonhas,SO2,2.83
35245,09/05/2022,Ibirapuera,CO,233.94
35246,09/05/2022,Ibirapuera,NO2,18.08
35247,09/05/2022,Ibirapuera,O3,45.38
35248,09/05/2022,Interlagos,MP10,18.1
35249,09/05/2022,Interlagos,O3,42.22
35250,09/05/2022,Interlagos,SO2,2.42
35251,09/05/2022,Itaim Paulista,MP10,15.38
35252,09/05/2022,Itaim Paulista,MP2.5,8.92
35253,09/05/2022,Itaim Paulista,NO2,17.57
35254,09/05/2022,Itaim Paulista,O3,42.78
35255,09/05/2022,Itaquera,O3,38.41
35256,09/05/2022,Mooca,CO,239.14
35257,09/05/2022,Mooca,MP2.5,9.79
35258,09/05/2022,Mooca,O3,46.08
35259,09/05/2022,Nossa Senhora do Ó,MP10,21.88
35260,09/05/2022,Nossa Senhora do Ó,O3,25.71
35261,09/05/2022,Parque Dom Pedro II,CO,238.68
35262,09/05/2022,Parque Dom Pedro II,MP10,19.21
35263,09/05/2022,Parque Dom Pedro II,MP2.5,9.71
35264,09/05/2022,Parque Dom Pedro II,NO2,25.61
35265,09/05/2022,Parque Dom Pedro II,O3,38.3
35266,09/05/2022,Perus,MP10,39.86
35267,09/05/2022,Perus,MP2.5,17.14
35268,09/05/2022,Perus,O3,54.71
35269,09/05/2022,Pinheiros,CO,379.97
35270,09/05/2022,Pinheiros,MP10,21.14
35271,09/05/2022,Pinheiros,O3,28.32
35272,09/05/2022,Santana,MP2.5,12.12
35273,09/05/2022,Santana,O3,26.62
35274,09/05/2022,Santo Amaro,CO,575.01
35275,09/05/2022,Santo Amaro,MP10,14.04
35276,10/05/2022,Capão Redondo,MP10,24.24
35277,10/05/2022,Capão Redondo,O3,51.62
35278,10/05/2022,Cerqueira César,CO,596.71
35279,10/05/2022,Cerqueira César,MP10,26.54
35280,10/05/2022,Cerqueira César,NO2,42.0
35281,10/05/2022,Cerqueira César,SO2,1.83
35282,10/05/2022,Congonhas,CO,894.16
35283,10/05/2022,Congonhas,MP10,28.96
35284,10/05/2022,Congonhas,MP2.5,17.29
35285,10/05/2022,Congonhas,NO2,65.25
35286,10/05/2022,Congonhas,SO2,2.12
35287,10/05/2022,Ibirapuera,CO,343.11
35288,10/05/2022,Ibirapuera,NO2,27.08
35289,10/05/2022,Ibirapuera,O3,45.54
35290,10/05/2022,Interlagos,MP10,24.26
35291,10/05/2022,Interlagos,O3,51.89
35292,10/05/2022,Interlagos,SO2,2.22
35293,10/05/2022,Itaim Paulista,MP10,25.71
35294,10/05/2022,Itaim Paulista,MP2.5,15.46
35295,10/05/2022,Itaim Paulista,NO2,27.87
35296,10/05/2022,Itaim Paulista,O3,41.39
35297,10/05/2022,Itaquera,O3,36.7
35298,10/05/2022,Mooca,CO,374.3
35299,10/05/2022,Mooca,MP2.5,13.96
35300,10/05/2022,Mooca,O3,43.88
35301,10/05/2022,Nossa Senhora do Ó,MP10,26.83
35302,10/05/2022,Nossa Senhora do Ó,O3,30.33
35303,10/05/2022,Parque Dom Pedro II,CO,386.18
35304,10/05/2022,Parque Dom Pedro II,MP10,29.86
35305,10/05/2022,Parque Dom Pedro II,MP2.5,14.86
35306,10/05/2022,Parque Dom Pedro II,NO2,41.52
35307,10/05/2022,Parque Dom Pedro II,O3,36.1
35308,10/05/2022,Perus,MP10,30.11
35309,10/05/2022,Perus,MP2.5,14.89
35310,10/05/2022,Perus,O3,31.28
35311,10/05/2022,Pinheiros,CO,567.69
35312,10/05/2022,Pinheiros,MP10,25.28
35313,10/05/2022,Pinheiros,O3,26.25
35314,10/05/2022,Santana,MP2.5,15.08
35315,10/05/2022,Santana,O3,27.62
35316,10/05/2022,Santo Amaro,CO,650.95
35317,10/05/2022,Santo Amaro,MP10,22.12
35318,11/05/2022,Capão Redondo,MP10,30.0
35319,11/05/2022,Capão Redondo,O3,35.38
35320,11/05/2022,Cerqueira César,CO,938.46
35321,11/05/2022,Cerqueira César,FMC,34.0
35322,11/05/2022,Cerqueira César,MP10,37.96
35323,11/05/2022,Cerqueira César,MP2.5,21.0
35324,11/05/2022,Cerqueira César,NO2,47.04
35325,11/05/2022,Cerqueira César,PTS,87.0
35326,11/05/2022,Cerqueira César,SO2,2.7
35327,11/05/2022,Congonhas,CO,1169.68
35328,11/05/2022,Congonhas,MP10,33.92
35329,11/05/2022,Congonhas,MP2.5,21.08
35330,11/05/2022,Congonhas,NO2,68.04
35331,11/05/2022,Congonhas,SO2,2.67
35332,11/05/2022,Ibirapuera,CO,488.67
35333,11/05/2022,Ibirapuera,FMC,17.0
35334,11/05/2022,Ibirapuera,NO2,28.83
35335,11/05/2022,Ibirapuera,O3,35.17
35336,11/05/2022,Interlagos,MP10,33.88
35337,11/05/2022,Interlagos,O3,31.96
35338,11/05/2022,Interlagos,SO2,2.22
35339,11/05/2022,Itaim Paulista,MP10,30.83
35340,11/05/2022,Itaim Paulista,MP2.5,19.75
35341,11/05/2022,Itaim Paulista,NO2,31.78
35342,11/05/2022,Itaim Paulista,O3,41.09
35343,11/05/2022,Itaquera,O3,37.35
35344,11/05/2022,Mooca,CO,660.22
35345,11/05/2022,Mooca,MP2.5,20.79
35346,11/05/2022,Mooca,O3,35.21
35347,11/05/2022,Nossa Senhora do Ó,MP10,39.88
35348,11/05/2022,Nossa Senhora do Ó,O3,31.29
35349,11/05/2022,Parque Dom Pedro II,CO,602.13
35350,11/05/2022,Parque Dom Pedro II,MP10,46.54
35351,11/05/2022,Parque Dom Pedro II,MP2.5,22.42
35352,11/05/2022,Parque Dom Pedro II,NO2,43.57
35353,11/05/2022,Parque Dom Pedro II,O3,31.61
35354,11/05/2022,Perus,MP10,38.5
35355,11/05/2022,Perus,MP2.5,25.71
35356,11/05/2022,Perus,O3,36.79
35357,11/05/2022,Pinheiros,CO,834.37
35358,11/05/2022,Pinheiros,FMC,25.0
35359,11/05/2022,Pinheiros,MP10,34.2
35360,11/05/2022,Pinheiros,O3,25.5
35361,11/05/2022,Pinheiros,PTS,73.0
35362,11/05/2022,Santana,MP2.5,23.12
35363,11/05/2022,Santana,O3,32.46
35364,11/05/2022,Santo Amaro,CO,949.31
35365,11/05/2022,Santo Amaro,MP10,30.54
35366,11/05/2022,Santo Amaro,MP2.5,16.0
35367,11/05/2022,Santo Amaro,PTS,59.0
35368,12/05/2022,Capão Redondo,MP10,11.72
35369,12/05/2022,Capão Redondo,O3,41.78
35370,12/05/2022,Cerqueira César,CO,412.27
35371,12/05/2022,Cerqueira César,MP10,16.17
35372,12/05/2022,Cerqueira César,NO2,28.33
35373,12/05/2022,Cerqueira César,SO2,0.22
35374,12/05/2022,Congonhas,CO,1226.87
35375,12/05/2022,Congonhas,MP10,20.0
35376,12/05/2022,Congonhas,MP2.5,13.21
35377,12/05/2022,Congonhas,NO2,70.67
35378,12/05/2022,Congonhas,SO2,2.08
35379,12/05/2022,Ibirapuera,CO,275.53
35380,12/05/2022,Ibirapuera,MP2.5,9.38
35381,12/05/2022,Ibirapuera,NO2,19.33
35382,12/05/2022,Ibirapuera,O3,42.29
35383,12/05/2022,Interlagos,MP10,12.21
35384,12/05/2022,Interlagos,O3,39.48
35385,12/05/2022,Interlagos,SO2,0.04
35386,12/05/2022,Itaim Paulista,MP10,16.92
35387,12/05/2022,Itaim Paulista,MP2.5,11.08
35388,12/05/2022,Itaim Paulista,NO2,17.39
35389,12/05/2022,Itaim Paulista,O3,57.22
35390,12/05/2022,Itaquera,O3,45.61
35391,12/05/2022,Mooca,CO,348.31
35392,12/05/2022,Mooca,MP2.5,9.88
35393,12/05/2022,Mooca,O3,44.46
35394,12/05/2022,Nossa Senhora do Ó,MP10,21.0
35395,12/05/2022,Nossa Senhora do Ó,O3,22.04
35396,12/05/2022,Parque Dom Pedro II,CO,292.93
35397,12/05/2022,Parque Dom Pedro II,MP10,14.17
35398,12/05/2022,Parque Dom Pedro II,MP2.5,8.83
35399,12/05/2022,Parque Dom Pedro II,NO2,28.48
35400,12/05/2022,Parque Dom Pedro II,O3,36.7
35401,12/05/2022,Perus,MP10,21.12
35402,12/05/2022,Perus,MP2.5,12.17
35403,12/05/2022,Perus,O3,37.58
35404,12/05/2022,Pinheiros,CO,527.42
35405,12/05/2022,Pinheiros,MP10,20.42
35406,12/05/2022,Pinheiros,O3,20.55
35407,12/05/2022,Santana,MP2.5,11.0
35408,12/05/2022,Santana,O3,26.38
35409,12/05/2022,Santo Amaro,CO,591.28
35410,12/05/2022,Santo Amaro,MP10,12.29
35411,13/05/2022,Capão Redondo,MP10,21.27
35412,13/05/2022,Capão Redondo,O3,60.45
35413,13/05/2022,Cerqueira César,CO,482.79
35414,13/05/2022,Cerqueira César,MP10,22.0
35415,13/05/2022,Cerqueira César,NO2,30.52
35416,13/05/2022,Cerqueira César,SO2,1.87
35417,13/05/2022,Congonhas,CO,1009.47
35418,13/05/2022,Congonhas,MP10,27.29
35419,13/05/2022,Congonhas,MP2.5,18.29
35420,13/05/2022,Congonhas,NO2,76.79
35421,13/05/2022,Congonhas,SO2,2.33
35422,13/05/2022,Ibirapuera,CO,275.53
35423,13/05/2022,Ibirapuera,MP2.5,16.33
35424,13/05/2022,Ibirapuera,NO2,21.25
35425,13/05/2022,Ibirapuera,O3,63.88
35426,13/05/2022,Interlagos,MP10,24.87
35427,13/05/2022,Interlagos,O3,53.12
35428,13/05/2022,Interlagos,SO2,1.11
35429,13/05/2022,Itaim Paulista,MP10,20.21
35430,13/05/2022,Itaim Paulista,MP2.5,13.21
35431,13/05/2022,Itaim Paulista,NO2,15.26
35432,13/05/2022,Itaim Paulista,O3,59.65
35433,13/05/2022,Itaquera,O3,53.52
35434,13/05/2022,Mooca,CO,322.31
35435,13/05/2022,Mooca,MP2.5,15.12
35436,13/05/2022,Mooca,O3,59.58
35437,13/05/2022,Nossa Senhora do Ó,MP10,15.07
35438,13/05/2022,Nossa Senhora do Ó,O3,29.14
35439,13/05/2022,Parque Dom Pedro II,CO,309.2
35440,13/05/2022,Parque Dom Pedro II,MP10,29.38
35441,13/05/2022,Parque Dom Pedro II,MP2.5,16.25
35442,13/05/2022,Parque Dom Pedro II,NO2,33.04
35443,13/05/2022,Parque Dom Pedro II,O3,50.17
35444,13/05/2022,Perus,MP10,33.21
35445,13/05/2022,Perus,MP2.5,20.96
35446,13/05/2022,Perus,O3,59.17
35447,13/05/2022,Pinheiros,CO,482.05
35448,13/05/2022,Pinheiros,MP10,26.42
35449,13/05/2022,Pinheiros,O3,44.59
35450,13/05/2022,Santana,MP2.5,17.25
35451,13/05/2022,Santana,O3,40.04
35452,13/05/2022,Santo Amaro,CO,650.95
35453,13/05/2022,Santo Amaro,MP10,22.0
35454,14/05/2022,Capão Redondo,MP10,14.83
35455,14/05/2022,Capão Redondo,O3,45.67
35456,14/05/2022,Cerqueira César,CO,509.91
35457,14/05/2022,Cerqueira César,MP10,25.57
35458,14/05/2022,Cerqueira César,NO2,25.61
35459,14/05/2022,Cerqueira César,SO2,1.74
35460,14/05/2022,Congonhas,CO,800.58
35461,14/05/2022,Congonhas,MP10,23.88
35462,14/05/2022,Congonhas,MP2.5,17.12
35463,14/05/2022,Congonhas,NO2,51.08
35464,14/05/2022,Congonhas,SO2,2.25
35465,14/05/2022,Ibirapuera,CO,311.92
35466,14/05/2022,Ibirapuera,MP2.5,16.38
35467,14/05/2022,Ibirapuera,NO2,18.17
35468,14/05/2022,Ibirapuera,O3,54.12
35469,14/05/2022,Interlagos,MP10,23.35
35470,14/05/2022,Interlagos,O3,48.32
35471,14/05/2022,Interlagos,SO2,2.05
35472,14/05/2022,Itaim Paulista,MP10,21.5
35473,14/05/2022,Itaim Paulista,MP2.5,13.08
35474,14/05/2022,Itaim Paulista,NO2,16.39
35475,14/05/2022,Itaim Paulista,O3,48.17
35476,14/05/2022,Itaquera,O3,44.17
35477,14/05/2022,Mooca,CO,301.52
35478,14/05/2022,Mooca,MP2.5,12.96
35479,14/05/2022,Mooca,O3,51.38
35480,14/05/2022,Parque Dom Pedro II,CO,336.33
35481,14/05/2022,Parque Dom Pedro II,MP10,28.54
35482,14/05/2022,Parque Dom Pedro II,MP2.5,15.25
35483,14/05/2022,Parque Dom Pedro II,NO2,26.83
35484,14/05/2022,Parque Dom Pedro II,O3,42.91
35485,14/05/2022,Perus,MP10,22.42
35486,14/05/2022,Perus,MP2.5,17.33
35487,14/05/2022,Perus,O3,43.67
35488,14/05/2022,Pinheiros,CO,470.71
35489,14/05/2022,Pinheiros,MP10,24.38
35490,14/05/2022,Pinheiros,O3,35.68
35491,14/05/2022,Santana,MP2.5,14.83
35492,14/05/2022,Santana,O3,36.46
35493,14/05/2022,Santo Amaro,CO,710.62
35494,14/05/2022,Santo Amaro,MP10,22.0
35495,15/05/2022,Cerqueira César,CO,618.41
35496,15/05/2022,Cerqueira César,MP10,17.96
35497,15/05/2022,Cerqueira César,NO2,23.04
35498,15/05/2022,Cerqueira César,SO2,1.17
35499,15/05/2022,Congonhas,CO,878.56
35500,15/05/2022,Congonhas,MP10,17.79
35501,15/05/2022,Congonhas,MP2.5,13.04
35502,15/05/2022,Congonhas,NO2,41.62
35503,15/05/2022,Congonhas,SO2,1.0
35504,15/05/2022,Ibirapuera,CO,311.92
35505,15/05/2022,Ibirapuera,MP2.5,13.04
35506,15/05/2022,Ibirapuera,NO2,15.08
35507,15/05/2022,Ibirapuera,O3,44.75
35508,15/05/2022,Interlagos,MP10,23.05
35509,15/05/2022,Interlagos,O3,33.88
35510,15/05/2022,Interlagos,SO2,1.06
35511,15/05/2022,Itaim Paulista,MP10,16.21
35512,15/05/2022,Itaim Paulista,MP2.5,11.0
35513,15/05/2022,Itaim Paulista,NO2,17.35
35514,15/05/2022,Itaim Paulista,O3,48.09
35515,15/05/2022,Itaquera,O3,44.09
35516,15/05/2022,Mooca,CO,353.5
35517,15/05/2022,Mooca,MP2.5,11.04
35518,15/05/2022,Mooca,O3,44.5
35519,15/05/2022,Parque Dom Pedro II,CO,330.9
35520,15/05/2022,Parque Dom Pedro II,MP10,16.92
35521,15/05/2022,Parque Dom Pedro II,MP2.5,13.29
35522,15/05/2022,Parque Dom Pedro II,NO2,22.7
35523,15/05/2022,Parque Dom Pedro II,O3,41.52
35524,15/05/2022,Pinheiros,CO,499.06
35525,15/05/2022,Pinheiros,MP10,18.48
35526,15/05/2022,Pinheiros,O3,8.0
35527,15/05/2022,Santana,MP2.5,11.79
35528,15/05/2022,Santana,O3,38.04
35529,15/05/2022,Santo Amaro,CO,802.84
35530,15/05/2022,Santo Amaro,MP10,16.75
35531,16/05/2022,Cerqueira César,CO,499.06
35532,16/05/2022,Cerqueira César,MP10,16.54
35533,16/05/2022,Cerqueira César,NO2,28.39
35534,16/05/2022,Cerqueira César,SO2,0.65
35535,16/05/2022,Congonhas,CO,1076.11
35536,16/05/2022,Congonhas,MP10,17.08
35537,16/05/2022,Congonhas,MP2.5,11.46
