,Data,Estacao,Poluente,Valor
13471,16/11/2020,Nossa Senhora do Ó,O3,78.42
13472,16/11/2020,Parque Dom Pedro II,CO,396.0
13473,16/11/2020,Parque Dom Pedro II,NO2,31.0
13474,16/11/2020,Parque Dom Pedro II,O3,67.13
13475,16/11/2020,Perus,MP10,26.95
13476,16/11/2020,Perus,MP2.5,11.53
13477,16/11/2020,Perus,O3,88.47
13478,16/11/2020,Pinheiros,CO,597.84
13479,16/11/2020,Pinheiros,MP10,23.46
13480,16/11/2020,Pinheiros,MP2.5,11.96
13481,16/11/2020,Pinheiros,NO2,31.58
13482,16/11/2020,Pinheiros,O3,58.92
13483,16/11/2020,Santana,O3,83.33
13484,16/11/2020,Santo Amaro,MP10,18.12
13485,16/11/2020,Santo Amaro,O3,50.83
13486,17/11/2020,Capão Redondo,MP10,2.2
13487,17/11/2020,Capão Redondo,O3,23.38
13488,17/11/2020,Cerqueira César,MP10,10.79
13489,17/11/2020,Cerqueira César,NO2,16.22
13490,17/11/2020,Cerqueira César,SO2,0.75
13491,17/11/2020,Congonhas,CO,1008.98
13492,17/11/2020,Congonhas,MP10,19.73
13493,17/11/2020,Congonhas,MP2.5,10.2
13494,17/11/2020,Congonhas,NO2,61.3
13495,17/11/2020,Congonhas,SO2,0.88
13496,17/11/2020,Ibirapuera,NO2,17.26
13497,17/11/2020,Ibirapuera,O3,54.46
13498,17/11/2020,Interlagos,MP10,14.36
13499,17/11/2020,Interlagos,O3,45.0
13500,17/11/2020,Itaim Paulista,MP10,15.67
13501,17/11/2020,Itaim Paulista,MP2.5,9.08
13502,17/11/2020,Itaim Paulista,NO2,15.32
13503,17/11/2020,Itaim Paulista,O3,46.55
13504,17/11/2020,Itaquera,O3,46.32
13505,17/11/2020,Mooca,CO,322.31
13506,17/11/2020,Mooca,MP2.5,6.62
13507,17/11/2020,Mooca,O3,44.17
13508,17/11/2020,Nossa Senhora do Ó,MP10,12.62
13509,17/11/2020,Nossa Senhora do Ó,O3,32.88
13510,17/11/2020,Parque Dom Pedro II,CO,298.35
13511,17/11/2020,Parque Dom Pedro II,NO2,25.17
13512,17/11/2020,Parque Dom Pedro II,O3,36.74
13513,17/11/2020,Perus,MP10,16.54
13514,17/11/2020,Perus,MP2.5,6.42
13515,17/11/2020,Perus,O3,53.21
13516,17/11/2020,Pinheiros,CO,499.06
13517,17/11/2020,Pinheiros,MP10,13.5
13518,17/11/2020,Pinheiros,MP2.5,6.79
13519,17/11/2020,Pinheiros,NO2,29.46
13520,17/11/2020,Pinheiros,O3,24.12
13521,17/11/2020,Santana,O3,34.58
13522,17/11/2020,Santo Amaro,MP10,9.21
13523,17/11/2020,Santo Amaro,O3,33.52
13524,18/11/2020,Capão Redondo,MP10,7.92
13525,18/11/2020,Capão Redondo,O3,20.96
13526,18/11/2020,Cerqueira César,MP10,14.11
13527,18/11/2020,Cerqueira César,NO2,26.13
13528,18/11/2020,Congonhas,CO,836.97
13529,18/11/2020,Congonhas,MP10,16.83
13530,18/11/2020,Congonhas,MP2.5,9.46
13531,18/11/2020,Congonhas,NO2,51.08
13532,18/11/2020,Congonhas,SO2,1.0
13533,18/11/2020,Ibirapuera,NO2,18.91
13534,18/11/2020,Ibirapuera,O3,40.52
13535,18/11/2020,Interlagos,MP10,8.04
13536,18/11/2020,Interlagos,O3,33.91
13537,18/11/2020,Itaim Paulista,MP10,12.17
13538,18/11/2020,Itaim Paulista,MP2.5,4.88
13539,18/11/2020,Itaim Paulista,NO2,12.23
13540,18/11/2020,Itaim Paulista,O3,32.82
13541,18/11/2020,Itaquera,O3,34.12
13542,18/11/2020,Mooca,CO,296.32
13543,18/11/2020,Mooca,MP2.5,2.0
13544,18/11/2020,Mooca,O3,34.29
13545,18/11/2020,Nossa Senhora do Ó,MP10,13.33
13546,18/11/2020,Nossa Senhora do Ó,O3,15.88
13547,18/11/2020,Parque Dom Pedro II,CO,287.5
13548,18/11/2020,Parque Dom Pedro II,NO2,28.57
13549,18/11/2020,Parque Dom Pedro II,O3,25.3
13550,18/11/2020,Perus,MP10,15.46
13551,18/11/2020,Perus,MP2.5,8.17
13552,18/11/2020,Perus,O3,33.92
13553,18/11/2020,Pinheiros,CO,421.09
13554,18/11/2020,Pinheiros,MP10,13.75
13555,18/11/2020,Pinheiros,MP2.5,5.7
13556,18/11/2020,Pinheiros,NO2,23.96
13557,18/11/2020,Pinheiros,O3,22.88
13558,18/11/2020,Santana,O3,19.6
13559,18/11/2020,Santo Amaro,CO,485.2
13560,18/11/2020,Santo Amaro,MP10,10.13
13561,18/11/2020,Santo Amaro,O3,23.73
13562,19/11/2020,Capão Redondo,MP10,4.75
13563,19/11/2020,Capão Redondo,O3,20.61
13564,19/11/2020,Cerqueira César,FMC,8.0
13565,19/11/2020,Cerqueira César,MP10,15.7
13566,19/11/2020,Cerqueira César,MP2.5,4.0
13567,19/11/2020,Cerqueira César,NO2,20.04
13568,19/11/2020,Congonhas,CO,1071.85
13569,19/11/2020,Congonhas,MP10,15.96
13570,19/11/2020,Congonhas,MP2.5,9.68
13571,19/11/2020,Congonhas,NO2,59.55
13572,19/11/2020,Congonhas,SO2,1.09
13573,19/11/2020,Ibirapuera,NO2,19.64
13574,19/11/2020,Ibirapuera,O3,24.27
13575,19/11/2020,Interlagos,MP10,6.5
13576,19/11/2020,Interlagos,O3,35.43
13577,19/11/2020,Itaim Paulista,MP10,9.17
13578,19/11/2020,Itaim Paulista,MP2.5,6.21
13579,19/11/2020,Itaim Paulista,NO2,17.82
13580,19/11/2020,Itaim Paulista,O3,35.55
13581,19/11/2020,Itaquera,O3,34.08
13582,19/11/2020,Mooca,CO,322.31
13583,19/11/2020,Mooca,MP2.5,16.2
13584,19/11/2020,Mooca,O3,31.96
13585,19/11/2020,Nossa Senhora do Ó,MP10,7.83
13586,19/11/2020,Nossa Senhora do Ó,O3,14.12
13587,19/11/2020,Parque Dom Pedro II,CO,311.92
13588,19/11/2020,Parque Dom Pedro II,NO2,29.55
13589,19/11/2020,Parque Dom Pedro II,O3,22.09
13590,19/11/2020,Perus,MP10,8.08
13591,19/11/2020,Perus,MP2.5,5.67
13592,19/11/2020,Perus,O3,33.5
13593,19/11/2020,Pinheiros,CO,431.48
13594,19/11/2020,Pinheiros,FMC,5.0
13595,19/11/2020,Pinheiros,MP10,8.74
13596,19/11/2020,Pinheiros,NO2,24.25
13597,19/11/2020,Pinheiros,O3,18.71
13598,19/11/2020,Santana,MP2.5,5.35
13599,19/11/2020,Santana,O3,24.17
13600,19/11/2020,Santo Amaro,CO,298.35
13601,19/11/2020,Santo Amaro,MP10,5.58
13602,19/11/2020,Santo Amaro,O3,23.96
13603,20/11/2020,Capão Redondo,MP10,5.75
13604,20/11/2020,Capão Redondo,O3,28.1
13605,20/11/2020,Cerqueira César,MP10,9.96
13606,20/11/2020,Cerqueira César,NO2,14.83
13607,20/11/2020,Cerqueira César,SO2,0.36
13608,20/11/2020,Congonhas,CO,705.2
13609,20/11/2020,Congonhas,MP10,16.42
13610,20/11/2020,Congonhas,MP2.5,7.91
13611,20/11/2020,Congonhas,NO2,51.09
13612,20/11/2020,Congonhas,SO2,1.29
13613,20/11/2020,Ibirapuera,NO2,11.65
13614,20/11/2020,Ibirapuera,O3,53.86
13615,20/11/2020,Interlagos,MP10,9.71
13616,20/11/2020,Interlagos,O3,40.65
13617,20/11/2020,Itaim Paulista,MP10,9.17
13618,20/11/2020,Itaim Paulista,MP2.5,4.75
13619,20/11/2020,Itaim Paulista,NO2,9.32
13620,20/11/2020,Itaim Paulista,O3,43.82
13621,20/11/2020,Itaquera,O3,25.88
13622,20/11/2020,Mooca,CO,218.34
13623,20/11/2020,Mooca,MP2.5,7.88
13624,20/11/2020,Mooca,O3,48.54
13625,20/11/2020,Nossa Senhora do Ó,MP10,13.39
13626,20/11/2020,Nossa Senhora do Ó,O3,28.17
13627,20/11/2020,Parque Dom Pedro II,CO,198.49
13628,20/11/2020,Parque Dom Pedro II,MP10,13.7
13629,20/11/2020,Parque Dom Pedro II,NO2,21.36
13630,20/11/2020,Parque Dom Pedro II,O3,40.73
13631,20/11/2020,Perus,MP10,18.54
13632,20/11/2020,Perus,MP2.5,7.46
13633,20/11/2020,Perus,O3,55.0
13634,20/11/2020,Pinheiros,CO,244.33
13635,20/11/2020,Pinheiros,MP10,10.46
13636,20/11/2020,Pinheiros,NO2,15.5
13637,20/11/2020,Pinheiros,O3,37.62
13638,20/11/2020,Santana,MP2.5,6.35
13639,20/11/2020,Santana,O3,36.7
13640,20/11/2020,Santo Amaro,CO,255.2
13641,20/11/2020,Santo Amaro,MP10,7.39
13642,20/11/2020,Santo Amaro,O3,32.91
13643,21/11/2020,Capão Redondo,MP10,12.89
13644,21/11/2020,Capão Redondo,O3,25.06
13645,21/11/2020,Cerqueira César,MP10,12.29
13646,21/11/2020,Cerqueira César,NO2,13.57
13647,21/11/2020,Cerqueira César,SO2,1.7
13648,21/11/2020,Congonhas,CO,564.73
13649,21/11/2020,Congonhas,MP10,18.74
13650,21/11/2020,Congonhas,MP2.5,8.11
13651,21/11/2020,Congonhas,NO2,39.21
13652,21/11/2020,Congonhas,SO2,1.37
13653,21/11/2020,Ibirapuera,NO2,11.71
13654,21/11/2020,Ibirapuera,O3,59.43
13655,21/11/2020,Interlagos,MP10,15.71
13656,21/11/2020,Interlagos,O3,41.39
13657,21/11/2020,Itaim Paulista,MP10,15.0
13658,21/11/2020,Itaim Paulista,MP2.5,6.96
13659,21/11/2020,Itaim Paulista,NO2,10.55
13660,21/11/2020,Itaim Paulista,O3,40.68
13661,21/11/2020,Itaquera,O3,45.64
13662,21/11/2020,Mooca,CO,207.94
13663,21/11/2020,Mooca,MP2.5,7.38
13664,21/11/2020,Mooca,O3,50.25
13665,21/11/2020,Nossa Senhora do Ó,MP10,19.43
13666,21/11/2020,Nossa Senhora do Ó,O3,36.04
13667,21/11/2020,Parque Dom Pedro II,CO,184.44
13668,21/11/2020,Parque Dom Pedro II,MP10,15.79
13669,21/11/2020,Parque Dom Pedro II,NO2,15.87
13670,21/11/2020,Parque Dom Pedro II,O3,43.57
13671,21/11/2020,Perus,MP10,19.58
13672,21/11/2020,Perus,MP2.5,8.88
13673,21/11/2020,Perus,O3,59.58
13674,21/11/2020,Pinheiros,CO,233.94
13675,21/11/2020,Pinheiros,MP10,13.21
13676,21/11/2020,Pinheiros,NO2,14.71
13677,21/11/2020,Pinheiros,O3,43.25
13678,21/11/2020,Santana,MP2.5,8.77
13679,21/11/2020,Santana,O3,46.33
13680,21/11/2020,Santo Amaro,CO,292.93
13681,21/11/2020,Santo Amaro,MP10,11.33
13682,21/11/2020,Santo Amaro,O3,35.39
13683,22/11/2020,Capão Redondo,MP10,12.05
13684,22/11/2020,Capão Redondo,O3,28.67
13685,22/11/2020,Cerqueira César,MP10,12.05
13686,22/11/2020,Cerqueira César,NO2,7.78
13687,22/11/2020,Cerqueira César,SO2,2.0
13688,22/11/2020,Congonhas,CO,524.02
13689,22/11/2020,Congonhas,MP10,19.6
13690,22/11/2020,Congonhas,MP2.5,8.8
13691,22/11/2020,Congonhas,NO2,36.07
13692,22/11/2020,Congonhas,SO2,1.4
13693,22/11/2020,Ibirapuera,NO2,9.92
13694,22/11/2020,Ibirapuera,O3,61.17
13695,22/11/2020,Interlagos,MP10,17.42
13696,22/11/2020,Interlagos,O3,46.61
13697,22/11/2020,Itaim Paulista,MP10,11.79
13698,22/11/2020,Itaim Paulista,MP2.5,7.79
13699,22/11/2020,Itaim Paulista,NO2,8.14
13700,22/11/2020,Itaim Paulista,O3,44.41
13701,22/11/2020,Itaquera,O3,45.88
13702,22/11/2020,Mooca,CO,202.74
13703,22/11/2020,Mooca,MP2.5,7.58
13704,22/11/2020,Mooca,O3,52.96
13705,22/11/2020,Nossa Senhora do Ó,MP10,13.68
13706,22/11/2020,Nossa Senhora do Ó,O3,40.45
13707,22/11/2020,Parque Dom Pedro II,CO,151.89
13708,22/11/2020,Parque Dom Pedro II,MP10,14.04
13709,22/11/2020,Parque Dom Pedro II,MP2.5,8.47
13710,22/11/2020,Parque Dom Pedro II,NO2,12.09
13711,22/11/2020,Parque Dom Pedro II,O3,48.43
13712,22/11/2020,Perus,MP10,17.29
13713,22/11/2020,Perus,MP2.5,8.5
13714,22/11/2020,Perus,O3,64.33
13715,22/11/2020,Pinheiros,CO,223.54
13716,22/11/2020,Pinheiros,MP10,12.21
13717,22/11/2020,Pinheiros,NO2,10.12
13718,22/11/2020,Pinheiros,O3,49.38
13719,22/11/2020,Santana,MP2.5,8.06
13720,22/11/2020,Santana,O3,45.38
13721,22/11/2020,Santo Amaro,CO,286.96
13722,22/11/2020,Santo Amaro,MP10,12.05
13723,22/11/2020,Santo Amaro,O3,37.0
13724,23/11/2020,Capão Redondo,MP10,12.79
13725,23/11/2020,Capão Redondo,O3,33.43
13726,23/11/2020,Cerqueira César,MP10,13.78
13727,23/11/2020,Cerqueira César,NO2,14.68
13728,23/11/2020,Cerqueira César,SO2,2.14
13729,23/11/2020,Congonhas,CO,661.8
13730,23/11/2020,Congonhas,MP10,17.54
13731,23/11/2020,Congonhas,MP2.5,10.36
13732,23/11/2020,Congonhas,NO2,49.83
13733,23/11/2020,Congonhas,SO2,1.54
13734,23/11/2020,Ibirapuera,NO2,12.04
13735,23/11/2020,Ibirapuera,O3,55.65
13736,23/11/2020,Interlagos,MP10,16.17
13737,23/11/2020,Interlagos,O3,41.13
13738,23/11/2020,Itaim Paulista,MP10,11.96
13739,23/11/2020,Itaim Paulista,MP2.5,5.83
13740,23/11/2020,Itaim Paulista,NO2,8.14
13741,23/11/2020,Itaim Paulista,O3,39.82
13742,23/11/2020,Itaquera,O3,44.88
13743,23/11/2020,Mooca,CO,202.74
13744,23/11/2020,Mooca,MP2.5,7.17
13745,23/11/2020,Mooca,O3,44.96
13746,23/11/2020,Nossa Senhora do Ó,MP10,14.88
13747,23/11/2020,Nossa Senhora do Ó,O3,34.0
13748,23/11/2020,Parque Dom Pedro II,CO,179.01
13749,23/11/2020,Parque Dom Pedro II,MP10,16.83
13750,23/11/2020,Parque Dom Pedro II,MP2.5,7.52
13751,23/11/2020,Parque Dom Pedro II,NO2,17.65
13752,23/11/2020,Parque Dom Pedro II,O3,38.96
13753,23/11/2020,Perus,MP10,23.71
13754,23/11/2020,Perus,MP2.5,7.17
13755,23/11/2020,Perus,O3,59.58
13756,23/11/2020,Pinheiros,CO,233.94
13757,23/11/2020,Pinheiros,MP10,14.12
13758,23/11/2020,Pinheiros,NO2,14.04
13759,23/11/2020,Pinheiros,O3,41.67
13760,23/11/2020,Santana,MP2.5,8.12
13761,23/11/2020,Santana,O3,44.0
13762,23/11/2020,Santo Amaro,CO,277.89
13763,23/11/2020,Santo Amaro,MP10,13.52
13764,23/11/2020,Santo Amaro,O3,32.95
13765,24/11/2020,Capão Redondo,MP10,15.04
13766,24/11/2020,Capão Redondo,O3,34.64
13767,24/11/2020,Cerqueira César,MP10,19.08
13768,24/11/2020,Cerqueira César,NO2,20.65
13769,24/11/2020,Cerqueira César,SO2,2.22
13770,24/11/2020,Congonhas,CO,527.42
13771,24/11/2020,Congonhas,MP10,21.04
13772,24/11/2020,Congonhas,MP2.5,10.82
13773,24/11/2020,Congonhas,NO2,41.36
13774,24/11/2020,Congonhas,SO2,1.62
13775,24/11/2020,Ibirapuera,NO2,12.88
13776,24/11/2020,Ibirapuera,O3,62.33
13777,24/11/2020,Interlagos,MP10,16.58
13778,24/11/2020,Interlagos,O3,46.35
13779,24/11/2020,Interlagos,SO2,3.0
13780,24/11/2020,Itaim Paulista,MP10,13.5
13781,24/11/2020,Itaim Paulista,MP2.5,6.54
13782,24/11/2020,Itaim Paulista,NO2,8.36
13783,24/11/2020,Itaim Paulista,O3,45.18
13784,24/11/2020,Itaquera,O3,48.42
13785,24/11/2020,Mooca,CO,213.14
13786,24/11/2020,Mooca,MP2.5,8.38
13787,24/11/2020,Mooca,O3,49.71
13788,24/11/2020,Nossa Senhora do Ó,MP10,19.83
13789,24/11/2020,Nossa Senhora do Ó,O3,42.38
13790,24/11/2020,Parque Dom Pedro II,CO,206.14
13791,24/11/2020,Parque Dom Pedro II,MP10,19.0
13792,24/11/2020,Parque Dom Pedro II,MP2.5,11.29
13793,24/11/2020,Parque Dom Pedro II,NO2,20.52
13794,24/11/2020,Parque Dom Pedro II,O3,44.26
13795,24/11/2020,Perus,MP10,40.17
13796,24/11/2020,Perus,MP2.5,11.58
13797,24/11/2020,Perus,O3,66.88
13798,24/11/2020,Pinheiros,CO,266.55
13799,24/11/2020,Pinheiros,MP10,17.5
13800,24/11/2020,Pinheiros,NO2,17.33
13801,24/11/2020,Pinheiros,O3,46.96
13802,24/11/2020,Santana,MP2.5,11.32
13803,24/11/2020,Santana,O3,50.57
13804,24/11/2020,Santo Amaro,CO,299.44
13805,24/11/2020,Santo Amaro,MP10,12.71
13806,24/11/2020,Santo Amaro,O3,39.4
13807,25/11/2020,Capão Redondo,MP10,27.56
13808,25/11/2020,Capão Redondo,O3,48.67
13809,25/11/2020,Cerqueira César,FMC,15.0
13810,25/11/2020,Cerqueira César,MP10,26.17
13811,25/11/2020,Cerqueira César,MP2.5,12.0
13812,25/11/2020,Cerqueira César,NO2,33.0
13813,25/11/2020,Cerqueira César,SO2,2.04
13814,25/11/2020,Congonhas,CO,597.84
13815,25/11/2020,Congonhas,MP10,44.21
13816,25/11/2020,Congonhas,MP2.5,22.38
13817,25/11/2020,Congonhas,NO2,66.75
13818,25/11/2020,Congonhas,SO2,3.83
13819,25/11/2020,Ibirapuera,NO2,26.83
13820,25/11/2020,Ibirapuera,O3,85.33
13821,25/11/2020,Interlagos,MP10,30.38
13822,25/11/2020,Interlagos,O3,70.48
13823,25/11/2020,Interlagos,SO2,1.78
13824,25/11/2020,Itaim Paulista,MP10,22.08
13825,25/11/2020,Itaim Paulista,MP2.5,11.12
13826,25/11/2020,Itaim Paulista,NO2,16.0
13827,25/11/2020,Itaim Paulista,O3,56.36
13828,25/11/2020,Itaquera,O3,63.08
13829,25/11/2020,Mooca,CO,332.71
13830,25/11/2020,Mooca,MP2.5,14.0
13831,25/11/2020,Mooca,O3,66.38
13832,25/11/2020,Nossa Senhora do Ó,MP10,26.17
13833,25/11/2020,Nossa Senhora do Ó,O3,60.88
13834,25/11/2020,Parque Dom Pedro II,CO,396.0
13835,25/11/2020,Parque Dom Pedro II,MP10,29.5
13836,25/11/2020,Parque Dom Pedro II,MP2.5,14.88
13837,25/11/2020,Parque Dom Pedro II,NO2,34.7
13838,25/11/2020,Parque Dom Pedro II,O3,62.65
13839,25/11/2020,Perus,MP10,42.29
13840,25/11/2020,Perus,MP2.5,13.17
13841,25/11/2020,Perus,O3,79.58
13842,25/11/2020,Pinheiros,CO,360.44
13843,25/11/2020,Pinheiros,FMC,10.0
13844,25/11/2020,Pinheiros,MP10,27.0
13845,25/11/2020,Pinheiros,NO2,33.91
13846,25/11/2020,Pinheiros,O3,56.87
13847,25/11/2020,Santana,MP2.5,14.81
13848,25/11/2020,Santana,O3,48.4
13849,25/11/2020,Santo Amaro,CO,465.79
13850,25/11/2020,Santo Amaro,MP10,29.27
13851,25/11/2020,Santo Amaro,O3,69.27
13852,26/11/2020,Capão Redondo,MP10,25.62
13853,26/11/2020,Capão Redondo,O3,41.44
13854,26/11/2020,Cerqueira César,MP10,26.38
13855,26/11/2020,Cerqueira César,NO2,45.52
13856,26/11/2020,Cerqueira César,SO2,1.57
13857,26/11/2020,Congonhas,CO,900.49
13858,26/11/2020,Congonhas,MP10,19.23
13859,26/11/2020,Congonhas,MP2.5,12.14
13860,26/11/2020,Congonhas,NO2,58.95
13861,26/11/2020,Congonhas,SO2,1.33
13862,26/11/2020,Ibirapuera,NO2,34.08
13863,26/11/2020,Ibirapuera,O3,61.46
13864,26/11/2020,Interlagos,MP10,28.38
13865,26/11/2020,Interlagos,O3,53.78
13866,26/11/2020,Interlagos,SO2,2.0
13867,26/11/2020,Itaim Paulista,MP10,25.25
13868,26/11/2020,Itaim Paulista,MP2.5,12.83
13869,26/11/2020,Itaim Paulista,NO2,27.09
13870,26/11/2020,Itaim Paulista,O3,49.09
13871,26/11/2020,Itaquera,O3,52.59
13872,26/11/2020,Mooca,CO,493.87
13873,26/11/2020,Mooca,MP2.5,14.42
13874,26/11/2020,Mooca,O3,39.96
13875,26/11/2020,Nossa Senhora do Ó,MP10,22.17
13876,26/11/2020,Nossa Senhora do Ó,O3,41.92
13877,26/11/2020,Parque Dom Pedro II,CO,552.54
13878,26/11/2020,Parque Dom Pedro II,MP10,24.93
13879,26/11/2020,Parque Dom Pedro II,MP2.5,13.21
13880,26/11/2020,Parque Dom Pedro II,NO2,46.5
13881,26/11/2020,Parque Dom Pedro II,O3,55.64
13882,26/11/2020,Perus,MP10,40.83
13883,26/11/2020,Perus,MP2.5,14.42
13884,26/11/2020,Perus,O3,53.42
13885,26/11/2020,Pinheiros,CO,623.83
13886,26/11/2020,Pinheiros,MP10,26.04
13887,26/11/2020,Pinheiros,MP2.5,12.22
13888,26/11/2020,Pinheiros,NO2,39.32
13889,26/11/2020,Pinheiros,O3,38.65
13890,26/11/2020,Santana,MP2.5,15.55
13891,26/11/2020,Santana,O3,39.65
13892,26/11/2020,Santo Amaro,CO,542.46
13893,26/11/2020,Santo Amaro,MP10,26.04
13894,26/11/2020,Santo Amaro,O3,35.87
13895,27/11/2020,Capão Redondo,MP10,27.72
13896,27/11/2020,Capão Redondo,O3,35.18
13897,27/11/2020,Cerqueira César,MP10,34.94
13898,27/11/2020,Cerqueira César,NO2,56.87
13899,27/11/2020,Cerqueira César,SO2,1.73
13900,27/11/2020,Congonhas,CO,1341.24
13901,27/11/2020,Congonhas,MP10,33.05
13902,27/11/2020,Congonhas,MP2.5,21.2
13903,27/11/2020,Congonhas,NO2,90.35
13904,27/11/2020,Congonhas,SO2,2.38
13905,27/11/2020,Ibirapuera,NO2,32.79
13906,27/11/2020,Ibirapuera,O3,88.88
13907,27/11/2020,Interlagos,MP10,26.29
13908,27/11/2020,Interlagos,O3,55.78
13909,27/11/2020,Interlagos,SO2,1.7
13910,27/11/2020,Itaim Paulista,MP10,30.71
13911,27/11/2020,Itaim Paulista,MP2.5,16.62
13912,27/11/2020,Itaim Paulista,NO2,20.64
13913,27/11/2020,Itaim Paulista,O3,55.32
13914,27/11/2020,Mooca,CO,603.04
13915,27/11/2020,Mooca,MP2.5,18.12
13916,27/11/2020,Mooca,O3,59.92
13917,27/11/2020,Nossa Senhora do Ó,MP10,27.0
13918,27/11/2020,Nossa Senhora do Ó,O3,63.71
13919,27/11/2020,Parque Dom Pedro II,CO,534.71
13920,27/11/2020,Parque Dom Pedro II,MP10,36.32
13921,27/11/2020,Parque Dom Pedro II,MP2.5,19.14
13922,27/11/2020,Parque Dom Pedro II,NO2,45.14
13923,27/11/2020,Parque Dom Pedro II,O3,63.95
13924,27/11/2020,Perus,MP10,23.94
13925,27/11/2020,Perus,MP2.5,11.56
13926,27/11/2020,Perus,O3,80.06
13927,27/11/2020,Pinheiros,CO,634.23
13928,27/11/2020,Pinheiros,MP10,30.25
13929,27/11/2020,Pinheiros,MP2.5,19.96
13930,27/11/2020,Pinheiros,NO2,42.04
13931,27/11/2020,Pinheiros,O3,66.25
13932,27/11/2020,Santana,MP2.5,19.7
13933,27/11/2020,Santana,O3,57.76
13934,27/11/2020,Santo Amaro,CO,433.71
13935,27/11/2020,Santo Amaro,MP10,20.12
13936,27/11/2020,Santo Amaro,O3,49.67
13937,28/11/2020,Capão Redondo,MP10,24.65
13938,28/11/2020,Capão Redondo,O3,50.95
13939,28/11/2020,Cerqueira César,MP10,31.1
13940,28/11/2020,Cerqueira César,NO2,15.5
13941,28/11/2020,Cerqueira César,SO2,1.2
13942,28/11/2020,Congonhas,CO,521.75
13943,28/11/2020,Congonhas,MP10,43.0
13944,28/11/2020,Congonhas,MP2.5,22.68
13945,28/11/2020,Congonhas,NO2,63.05
13946,28/11/2020,Congonhas,SO2,2.08
13947,28/11/2020,Ibirapuera,NO2,15.75
13948,28/11/2020,Ibirapuera,O3,97.43
13949,28/11/2020,Interlagos,MP10,29.17
13950,28/11/2020,Interlagos,O3,82.61
13951,28/11/2020,Interlagos,SO2,1.52
13952,28/11/2020,Itaim Paulista,MP10,25.38
13953,28/11/2020,Itaim Paulista,MP2.5,12.83
13954,28/11/2020,Itaim Paulista,NO2,8.27
13955,28/11/2020,Itaim Paulista,O3,67.41
13956,28/11/2020,Itaquera,O3,74.87
13957,28/11/2020,Mooca,CO,291.12
13958,28/11/2020,Mooca,MP2.5,15.75
13959,28/11/2020,Mooca,O3,74.46
13960,28/11/2020,Nossa Senhora do Ó,MP10,27.39
13961,28/11/2020,Nossa Senhora do Ó,O3,68.3
13962,28/11/2020,Parque Dom Pedro II,CO,260.87
13963,28/11/2020,Parque Dom Pedro II,MP10,31.48
13964,28/11/2020,Parque Dom Pedro II,MP2.5,16.13
13965,28/11/2020,Parque Dom Pedro II,NO2,22.64
13966,28/11/2020,Parque Dom Pedro II,O3,75.82
13967,28/11/2020,Perus,MP10,30.07
13968,28/11/2020,Perus,MP2.5,14.6
13969,28/11/2020,Perus,O3,97.47
13970,28/11/2020,Pinheiros,CO,363.9
13971,28/11/2020,Pinheiros,MP10,30.79
13972,28/11/2020,Pinheiros,MP2.5,17.83
13973,28/11/2020,Pinheiros,NO2,20.08
13974,28/11/2020,Pinheiros,O3,78.29
13975,28/11/2020,Santana,MP2.5,16.25
13976,28/11/2020,Santana,O3,87.35
13977,28/11/2020,Santo Amaro,CO,300.57
13978,28/11/2020,Santo Amaro,MP10,23.52
13979,28/11/2020,Santo Amaro,O3,66.82
13980,29/11/2020,Capão Redondo,MP10,28.17
13981,29/11/2020,Capão Redondo,O3,35.7
13982,29/11/2020,Cerqueira César,MP10,23.04
13983,29/11/2020,Cerqueira César,NO2,24.22
13984,29/11/2020,Cerqueira César,SO2,1.22
13985,29/11/2020,Congonhas,CO,455.67
13986,29/11/2020,Congonhas,MP10,26.0
13987,29/11/2020,Congonhas,MP2.5,15.43
13988,29/11/2020,Congonhas,NO2,40.05
13989,29/11/2020,Congonhas,SO2,1.87
13990,29/11/2020,Ibirapuera,NO2,17.67
13991,29/11/2020,Ibirapuera,O3,75.67
13992,29/11/2020,Interlagos,MP10,28.04
13993,29/11/2020,Interlagos,O3,67.22
13994,29/11/2020,Interlagos,SO2,2.43
13995,29/11/2020,Itaim Paulista,MP10,25.96
13996,29/11/2020,Itaim Paulista,MP2.5,13.67
13997,29/11/2020,Itaim Paulista,NO2,14.14
13998,29/11/2020,Itaim Paulista,O3,63.23
13999,29/11/2020,Itaquera,O3,60.5
14000,29/11/2020,Mooca,CO,369.1
14001,29/11/2020,Mooca,MP2.5,15.33
14002,29/11/2020,Mooca,O3,60.46
14003,29/11/2020,Nossa Senhora do Ó,MP10,21.92
14004,29/11/2020,Nossa Senhora do Ó,O3,61.21
14005,29/11/2020,Parque Dom Pedro II,CO,276.66
14006,29/11/2020,Parque Dom Pedro II,MP10,24.12
14007,29/11/2020,Parque Dom Pedro II,MP2.5,13.5
14008,29/11/2020,Parque Dom Pedro II,NO2,20.48
14009,29/11/2020,Parque Dom Pedro II,O3,64.09
14010,29/11/2020,Perus,MP10,21.62
14011,29/11/2020,Perus,MP2.5,10.04
14012,29/11/2020,Perus,O3,71.5
14013,29/11/2020,Pinheiros,CO,488.67
14014,29/11/2020,Pinheiros,MP10,23.75
14015,29/11/2020,Pinheiros,MP2.5,14.96
14016,29/11/2020,Pinheiros,NO2,20.96
14017,29/11/2020,Pinheiros,O3,59.83
14018,29/11/2020,Santana,MP2.5,13.43
14019,29/11/2020,Santana,O3,71.8
